VaryasyonID,Barkod,StokKodu,StokAdedi
7036,8681856505172,9Y03TST3002SYH,19
7037,8681856505172,9Y03TST3002SYH,19
1773,18681856505578,8Y03ELB0078SYH,2
3593,18681856503949,8Y03TST0125GRI,3
6983,8682010007563,9Y03ELB1033RNK,2
7020,8682010007327,9Y03TST3084KRMZ,19
7030,8682010007303,9Y03TST3084SARI,19
297,8681856501129,8K03BLZ7922VZN,2
1733,8681856505165,9Y03TST3002BYZ,19
7038,8681856505165,9Y03TST3002BYZ,18
7039,8681856505165,9Y03TST3002BYZ,17
7040,8681856505165,9Y03TST3002BYZ,18
1736,8681856505172,9Y03TST3002SYH,19
7035,8681856505172,9Y03TST3002SYH,18
7036,8681856505172,9Y03TST3002SYH,17
2087,48681856507404,8Y03BLZ0117SYH4,10
7044,8682010007488,9Y03TST3002HAKI,19
3592,48681856503932,8Y03TST0125BYZ4,5
4159,18681856503963,8Y03TST0128BYZ,1
5718,8682010003817,9Y03TST3084SYH,17
7018,8682010003817,9Y03TST3084SYH,19
6862,8681856508012,8Y03TNK0179BYZ,3
6867,8682010001226,8Y03TNK0179SYH,3
6975,8682010007501,9Y03ELB1082BRD,4
6979,8682010007433,9Y03ELB1087BYZ,4
6983,8682010007563,9Y03ELB1033RNK,1
6985,8682010007563,9Y03ELB1033RNK,1
7019,8682010007327,9Y03TST3084KRMZ,17
7020,8682010007327,9Y03TST3084KRMZ,16
7021,8682010007327,9Y03TST3084KRMZ,18
7022,8682010007327,9Y03TST3084KRMZ,18
7031,8682010007297,9Y03TST3084HAKI,19
7067,8681856500016,9Y03ELB1023SYH,19
7038,8681856505165,9Y03TST3002BYZ,15
7039,8681856505165,9Y03TST3002BYZ,16
7040,8681856505165,9Y03TST3002BYZ,17
1736,8681856505172,9Y03TST3002SYH,17
7035,8681856505172,9Y03TST3002SYH,17
7036,8681856505172,9Y03TST3002SYH,14
7037,8681856505172,9Y03TST3002SYH,18
2089,28681856507411,8Y03BLZ0154BYZ2,2
2279,28681856507626,8Y03TST0128SYH2,0
7044,8682010007488,9Y03TST3002HAKI,18
7046,8682010007488,9Y03TST3002HAKI,17
2986,28681856507930,8Y03TNK0178BYZ2,2
3520,28681856503925,8Y03BLZ0117BYZ2,10
3592,48681856503932,8Y03TST0125BYZ4,4
3593,18681856503949,8Y03TST0125GRI,2
3600,48681856503956,8Y03TST0125KRMZ4,8
4159,18681856503963,8Y03TST0128BYZ,0
4165,38681856503970,8Y03TST0128GRI3,0
4644,28682010002377,8Y03TST0283BYZ2,1
4662,48682010000854,8Y03TNK0178SYH4,0
5641,8682010004159,9K03HRK0313YSL,1
5794,8682010005583,9K02KBN416GRI,0
5815,28682010005538,9K02TRN0333BRD2,0
5844,8682010005682,9K03ELB226BEJ,3
5926,8682010005095,9K03KZKLB015SYH,15
6145,8682010006153,9K03ELB287KRMZ,0
6285,8682010006580,9K01TYT0339KHV,0
6575,8682010006597,9K01TYT44640GRI,2
6589,38682010006634,9K03ETK0341GRI3,1
6805,8695320000001,9Y03ELB1042BYZ,4
6807,8695320000001,9Y03ELB1042BYZ,19
6791,8695320000057,9Y03ELB1044LACI,0
6804,8695320000057,9Y03ELB1044LACI,4
6814,8695320000033,9Y03ELB1055LACI,0
6815,8695320000033,9Y03ELB1055LACI,1
6819,8695320000041,9Y03ELB1056KRMZ,4
6833,8682010007013,9K03TLM520YSL,0
6853,8682010006627,9K03ETK0340SYH,1
6856,8682010006993,8Y01TYT2071KHV,0
6874,8682010007037,9Y03BLZ0354KHV,40
6926,8682010007211,9Y03TLM1040SYH,2
6927,8682010007211,9Y03TLM1040SYH,2
6972,8682010007266,9Y03ELB1082LACI,4
6973,8682010007266,9Y03ELB1082LACI,3
6974,8682010007501,9Y03ELB1082BRD,4
6975,8682010007501,9Y03ELB1082BRD,2
6977,8682010007501,9Y03ELB1082BRD,1
6979,8682010007433,9Y03ELB1087BYZ,1
6982,8682010007563,9Y03ELB1033RNK,4
6984,8682010007563,9Y03ELB1033RNK,4
6985,8682010007563,9Y03ELB1033RNK,0
6992,8682010007532,9Y03ELB1042SYH,3
7020,8682010007327,9Y03TST3084KRMZ,14
7021,8682010007327,9Y03TST3084KRMZ,17
7022,8682010007327,9Y03TST3084KRMZ,15
7024,8682010007310,9Y03TST3084BYZ,18
7030,8682010007303,9Y03TST3084SARI,18
7031,8682010007297,9Y03TST3084HAKI,18
7073,8682010007723,9Y03ETK8054BEJ,0
7090,86818565011054,9Y03ELB1082BYZ,3
4659,18682010000854,8Y03TNK0178SYH,0
2986,28681856507930,8Y03TNK0178BYZ2,3
4994,38682010003039,8K03ELB0927BYZ3,2
5642,8682010003916,9K03KZK0305GRI,2
5718,8682010003817,9Y03TST3084SYH,16
5720,38682010003817,8Y03TST3084SYH3,19
5922,8682010005057,9K03KZKLB015LACI,12
6286,28682010006580,9K01TYT0339KHV2,3
6803,8695320000057,9Y03ELB1044LACI,3
6818,8695320000041,9Y03ELB1056KRMZ,2
6853,8682010006627,9K03ETK0340SYH,0
6865,8682010001226,8Y03TNK0179SYH,3
6924,8682010007211,9Y03TLM1040SYH,2
6975,8682010007501,9Y03ELB1082BRD,3
6976,8682010007501,9Y03ELB1082BRD,4
7021,8682010007327,9Y03TST3084KRMZ,16
7022,8682010007327,9Y03TST3084KRMZ,14
7090,86818565011054,9Y03ELB1082BYZ,2
7098,8682010007686,9Y03GML1028BRD,3
1733,8681856505165,9Y03TST3002BYZ,18
7040,8681856505165,9Y03TST3002BYZ,15
2987,38681856507930,8Y03TNK0178BYZ3,5
5718,8682010003817,9Y03TST3084SYH,15
5921,8682010005040,9K03KZKLB015BEJ,2
5949,8682010004777,9K03KZKLB04SYH,8
6852,8682010006627,9K03ETK0340SYH,2
6854,8682010006627,9K03ETK0340SYH,0
6855,8682010006627,9K03ETK0340SYH,0
6865,8682010001226,8Y03TNK0179SYH,2
6924,8682010007211,9Y03TLM1040SYH,1
6926,8682010007211,9Y03TLM1040SYH,1
6972,8682010007266,9Y03ELB1082LACI,2
6974,8682010007501,9Y03ELB1082BRD,3
6990,8682010007532,9Y03ELB1042SYH,4
7020,8682010007327,9Y03TST3084KRMZ,11
7030,8682010007303,9Y03TST3084SARI,16
7034,8682010007297,9Y03TST3084HAKI,19
7067,8681856500016,9Y03ELB1023SYH,18
7070,8681856500016,9Y03ELB1023SYH,19
7087,86818565011054,9Y03ELB1082BYZ,4
7089,86818565011054,9Y03ELB1082BYZ,4
5679,8682010003879,9K03SWT0301PMB,2
6863,8681856508012,8Y03TNK0179BYZ,3
6924,8682010007211,9Y03TLM1040SYH,0
6926,8682010007211,9Y03TLM1040SYH,4
6974,8682010007501,9Y03ELB1082BRD,4
6979,8682010007433,9Y03ELB1087BYZ,2
6987,8682010007549,9Y03ELB1033BYZ,4
6990,8682010007532,9Y03ELB1042SYH,3
7067,8681856500016,9Y03ELB1023SYH,15
1733,8681856505165,9Y03TST3002BYZ,17
7036,8681856505172,9Y03TST3002SYH,12
2986,28681856507930,8Y03TNK0178BYZ2,2
4398,38682010000922,8Y03BLZ0154GRI3,2
5640,8682010003992,9K03HRK0308PMB,2
5720,38682010003817,8Y03TST3084SYH3,18
5914,8682010005002,9K03HRKLB014HAKI,2
6835,8682010007013,9K03TLM520YSL,0
6925,8682010007211,9Y03TLM1040SYH,0
6966,8682010007495,9Y03ELB8052SYH,0
6967,8682010007495,9Y03ELB8052SYH,1
6978,8682010007433,9Y03ELB1087BYZ,3
6979,8682010007433,9Y03ELB1087BYZ,3
7019,8682010007327,9Y03TST3084KRMZ,14
7068,8681856500016,9Y03ELB1023SYH,19
297,8681856501129,8K03BLZ7922VZN,1
298,8681856501136,8K03BLZ7922YSL,1
6840,8682010006917,9K03ELB0342KRMZ,0
6926,8682010007211,9Y03TLM1040SYH,2
6927,8682010007211,9Y03TLM1040SYH,0
7019,8682010007327,9Y03TST3084KRMZ,15
6894,8682010007143,9Y03ELB8050SYH,0
7087,86818565011054,9Y03ELB1082BYZ,3
7088,86818565011054,9Y03ELB1082BYZ,3
7089,86818565011054,9Y03ELB1082BYZ,0
7090,86818565011054,9Y03ELB1082BYZ,0
2164,18681856506032,8Y03ELB0093BYZ,0
2204,18681856507558,8Y03ELB0130BYZ,0
6892,8682010007143,9Y03ELB8050SYH,1
119,48681856500252,8K01PJM4280PTRL4,0
1659,28681856505219,8K03ELB1005LACI,3
1873,8681856506568,8Y04CNT0141HRD,0
2268,38681856507596,8Y03TST0125SYH3,0
2269,48681856507596,8Y03TST0125SYH4,0
2298,8682010007488,9Y03TST3002HAKI,0
7046,8682010007488,9Y03TST3002HAKI,18
7041,8681856505950,9Y03TST3002KRMZ,17
2945,408681856508142,8Y03ELB7056KRM3,0
4368,18682010001752,8Y01PNT1526-4SYH,0
5557,8682010003718,8Y03ELB783LEO,1
5558,28682010003718,8Y03ELB783LEO2,1
5559,38682010003718,8Y03ELB783LEO3,1
6286,28682010006580,9K01TYT0339KHV2,4
6818,8695320000041,9Y03ELB1056KRMZ,0
6832,8682010007013,9K03TLM520YSL,0
6834,8682010007013,9K03TLM520YSL,0
6835,8682010007013,9K03TLM520YSL,1
6896,8682010007136,9Y03ELB8050BYZ,2
6950,8682010007105,9K03ELB0343TABA,0
6974,8682010007501,9Y03ELB1082BRD,2
6975,8682010007501,9Y03ELB1082BRD,0
6985,8682010007563,9Y03ELB1033RNK,1
6990,8682010007532,9Y03ELB1042SYH,2
7021,8682010007327,9Y03TST3084KRMZ,18
7032,8682010007297,9Y03TST3084HAKI,17
7050,8682010007471,9Y03TST3002SARI,21
7059,8682010007594,9Y03ELB1024SARI,19
7063,8682010007587,9Y03ELB1024SYH,19
7064,8682010007587,9Y03ELB1024SYH,20
7070,8681856500016,9Y03ELB1023SYH,18
7098,8682010007686,9Y03GML1028BRD,5
1733,8681856505165,9Y03TST3002BYZ,15
7040,8681856505165,9Y03TST3002BYZ,14
1736,8681856505172,9Y03TST3002SYH,16
7037,8681856505172,9Y03TST3002SYH,16
1773,18681856505578,8Y03ELB0078SYH,1
7045,8682010007488,9Y03TST3002HAKI,21
7046,8682010007488,9Y03TST3002HAKI,17
2301,8681856505950,9Y03TST3002KRMZ,17
3517,38681856503918,8Y03BLZ0116BYZ3,0
5532,8682010004210,9K03BLZ0316KRMZ,0
5873,8682010004944,9K03ELBLB011KHV,3
6875,8682010007037,9Y03BLZ0354KHV,36
6990,8682010007532,9Y03ELB1042SYH,1
6993,8682010007532,9Y03ELB1042SYH,3
7020,8682010007327,9Y03TST3084KRMZ,10
7024,8682010007310,9Y03TST3084BYZ,16
7033,8682010007297,9Y03TST3084HAKI,14
7068,8681856500016,9Y03ELB1023SYH,18
7088,86818565011054,9Y03ELB1082BYZ,1
1936,38681856507015,8Y01ETK114SYB3,0
2930,28681856508517,8Y03ELB3038SYH2,0
6966,8682010007495,9Y03ELB8052SYH,1
7019,8682010007327,9Y03TST3084KRMZ,16
999,18681856502638,8K03BLZ0053GRI,2
1733,8681856505165,9Y03TST3002BYZ,0
7038,8681856505165,9Y03TST3002BYZ,8
7039,8681856505165,9Y03TST3002BYZ,9
7040,8681856505165,9Y03TST3002BYZ,10
7035,8681856505172,9Y03TST3002SYH,10
2090,38681856507411,8Y03BLZ0154BYZ3,0
7045,8682010007488,9Y03TST3002HAKI,20
2301,8681856505950,9Y03TST3002KRMZ,14
3598,28681856503956,8Y03TST0125KRMZ2,7
3600,48681856503956,8Y03TST0125KRMZ4,7
4992,8682010003039,8K03ELB0927BYZ,0
4993,28682010003039,8K03ELB0927BYZ2,0
4994,38682010003039,8K03ELB0927BYZ3,1
5045,8682010002698,8Y03ELB3108SYH,0
5640,8682010003992,9K03HRK0308PMB,0
5641,8682010004159,9K03HRK0313YSL,0
5692,48682010003541,9K03SWT301MAVI4,1
5701,8682010003572,9K03SWT319TRN,2
5718,8682010003817,9Y03TST3084SYH,9
5719,28682010003817,8Y03TST3084SYH2,12
5720,38682010003817,8Y03TST3084SYH3,14
7018,8682010003817,9Y03TST3084SYH,15
5919,8682010004968,9K03KZKLB013GRI,1
5923,8682010005064,9K03KZKLB015MRD,3
5932,8682010005156,9K03KZKLB016PDR,4
5936,8682010004647,9K03KZKLB01FUME,6
5954,8682010004838,9K03KZKLB07GRI,6
5985,28682010004579,9K03TNK2583GRI2,1
6806,8695320000001,9Y03ELB1042BYZ,7
6825,8695320000065,9Y03ELB1058SYH,0
6826,8695320000065,9Y03ELB1058SYH,0
6827,8695320000065,9Y03ELB1058SYH,1
6866,8682010001226,8Y03TNK0179SYH,2
6888,8682010006931,9K03ELB0342TABA,0
6962,86818565010439,9Y03ELB8051MAVİ,0
6983,8682010007563,9Y03ELB1033RNK,0
6989,8682010007549,9Y03ELB1033BYZ,4
6990,8682010007532,9Y03ELB1042SYH,2
6991,8682010007532,9Y03ELB1042SYH,2
6992,8682010007532,9Y03ELB1042SYH,1
6993,8682010007532,9Y03ELB1042SYH,1
6997,8682010007525,9Y03ELB1019BYZ,4
7017,8682010007440,9Y03ETK1089BYZ,4
7019,8682010007327,9Y03TST3084KRMZ,15
7020,8682010007327,9Y03TST3084KRMZ,9
7027,8682010007303,9Y03TST3084SARI,13
7028,8682010007303,9Y03TST3084SARI,13
7029,8682010007303,9Y03TST3084SARI,12
7030,8682010007303,9Y03TST3084SARI,11
7047,8682010007471,9Y03TST3002SARI,9
7048,8682010007471,9Y03TST3002SARI,11
7049,8682010007471,9Y03TST3002SARI,15
7050,8682010007471,9Y03TST3002SARI,17
7068,8681856500016,9Y03ELB1023SYH,17
7070,8681856500016,9Y03ELB1023SYH,19
7094,8682010007679,9Y03GML1028SYH,2
7098,8682010007686,9Y03GML1028BRD,4
7038,8681856505165,9Y03TST3002BYZ,0
7039,8681856505165,9Y03TST3002BYZ,8
7040,8681856505165,9Y03TST3002BYZ,9
7035,8681856505172,9Y03TST3002SYH,8
7036,8681856505172,9Y03TST3002SYH,10
7037,8681856505172,9Y03TST3002SYH,15
1851,8681856506353,8Y04CNT0134ALTN,0
7046,8682010007488,9Y03TST3002HAKI,15
2301,8681856505950,9Y03TST3002KRMZ,13
7041,8681856505950,9Y03TST3002KRMZ,16
7043,8681856505950,9Y03TST3002KRMZ,19
2987,38681856507930,8Y03TNK0178BYZ3,4
5698,28682010003565,9K03SWT314KRMZ2,2
5702,28682010003572,9K03SWT319TRN2,3
5719,28682010003817,8Y03TST3084SYH2,11
5954,8682010004838,9K03KZKLB07GRI,3
5999,28682010005248,9K03TNK3647KRMZ2,1
6819,8695320000041,9Y03ELB1056KRMZ,2
6928,18681856509736,8Y03ELB3022YSL,0
7001,8682010007693,9Y03ELB1014RRNK,4
7022,8682010007327,9Y03TST3084KRMZ,12
7032,8682010007297,9Y03TST3084HAKI,16
7033,8682010007297,9Y03TST3084HAKI,13
7034,8682010007297,9Y03TST3084HAKI,18
7049,8682010007471,9Y03TST3002SARI,14
7050,8682010007471,9Y03TST3002SARI,16
7067,8681856500016,9Y03ELB1023SYH,14
7070,8681856500016,9Y03ELB1023SYH,20
7072,8682010007723,9Y03ETK8054BEJ,0
7088,86818565011054,9Y03ELB1082BYZ,0
7035,8681856505172,9Y03TST3002SYH,7
7037,8681856505172,9Y03TST3002SYH,14
7041,8681856505950,9Y03TST3002KRMZ,14
7043,8681856505950,9Y03TST3002KRMZ,18
2986,28681856507930,8Y03TNK0178BYZ2,1
4655,18682010002407,8Y03TST0283SYH,2
4658,48682010002407,8Y03TST0283SYH4,1
5554,8682010003749,8Y03ELB783-6SYH,1
5701,8682010003572,9K03SWT319TRN,1
7018,8682010003817,9Y03TST3084SYH,14
5923,8682010005064,9K03KZKLB015MRD,2
5924,8682010005071,9K03KZKLB015NAR,17
5932,8682010005156,9K03KZKLB016PDR,3
5950,8682010004784,9K03KZKLB04YSL,9
6952,8682010007082,9K03ELB0343KRMZ,4
6974,8682010007501,9Y03ELB1082BRD,1
6977,8682010007501,9Y03ELB1082BRD,0
6991,8682010007532,9Y03ELB1042SYH,1
6998,8682010007693,9Y03ELB1014RRNK,4
7000,8682010007693,9Y03ELB1014RRNK,4
7032,8682010007297,9Y03TST3084HAKI,15
7048,8682010007471,9Y03TST3002SARI,10
7087,86818565011054,9Y03ELB1082BYZ,0
7096,8682010007679,9Y03GML1028SYH,4
7097,8682010007686,9Y03GML1028BRD,4
248,28681856500696,8K03BLZ2845BYZ2,0
999,18681856502638,8K03BLZ0053GRI,1
7039,8681856505165,9Y03TST3002BYZ,7
